vehicle_id,split,image_stem,obj_idx,class_name,L1,L2,L3,xmin,ymin,xmax,ymax,occluded,truncated
train_875_000,train,875,0,scooter_Honda_Activa,scooter,Honda,Activa,569,348,611,408,0,0
train_875_001,train,875,1,car_Volkswagen_Polo,car,Volkswagen,Polo,867,331,999,395,0,0
train_875_002,train,875,2,truck_Others,truck,Others,Others,0,131,295,720,0,0
train_875_003,train,875,3,car_Hyundai_I20,car,Hyundai,I20,985,332,1235,439,0,0
train_875_004,train,875,4,motorcycle_TVS_Victor,motorcycle,TVS,Victor,517,359,574,458,0,0
train_875_005,train,875,5,autorickshaw_Others,autorickshaw,Others,Others,607,325,657,388,0,0
train_875_006,train,875,6,car_MarutiSuzuki_Omni,car,MarutiSuzuki,Omni,970,309,1105,372,0,0
train_876_000,train,876,0,autorickshaw_Others,autorickshaw,Others,Others,1093,346,1180,429,0,0
train_876_001,train,876,1,car_Toyota_Qualis,car,Toyota,Qualis,407,302,854,519,0,0
train_876_002,train,876,2,truck_AshokLeyland,truck,AshokLeyland,AshokLeyland,661,299,803,394,0,0
train_876_003,train,876,3,truck_Tata,truck,Tata,Tata,893,314,961,383,0,0
train_876_004,train,876,4,bus,bus,bus,bus,1,1,404,720,0,0
train_876_005,train,876,5,scooter_Honda_Activa,scooter,Honda,Activa,1092,373,1166,444,0,0
train_877_000,train,877,0,car_Mahindra_XUV500,car,Mahindra,XUV500,362,448,694,667,0,0
train_877_001,train,877,1,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,705,495,925,663,0,0
train_878_000,train,878,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,1004,609,1034,646,0,0
train_878_001,train,878,1,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,1051,604,1086,661,0,0
train_878_002,train,878,2,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,314,599,485,738,0,0
train_879_000,train,879,0,car_Toyota_Etios,car,Toyota,Etios,341,615,745,956,0,0
train_879_001,train,879,1,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,742,742,1067,1076,0,0
train_879_002,train,879,2,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,893,553,1186,955,0,0
train_879_003,train,879,3,autorickshaw_Others,autorickshaw,Others,Others,273,580,457,802,0,0
train_879_004,train,879,4,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,1210,587,1524,886,0,0
train_879_005,train,879,5,car_Hyundai_Santro,car,Hyundai,Santro,1400,605,1920,1080,0,0
train_88_000,train,88,0,motorcycle_Suzuki_Slingshot,motorcycle,Suzuki,Slingshot,1308,513,1409,631,0,0
train_88_001,train,88,1,motorcycle_TVS_XL100,motorcycle,TVS,XL100,1121,492,1198,642,0,0
train_880_000,train,880,0,scooter_Honda_Activa,scooter,Honda,Activa,1371,627,1540,759,0,0
train_880_001,train,880,1,scooter_Suzuki_Access,scooter,Suzuki,Access,672,585,767,753,0,0
train_880_002,train,880,2,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1108,554,1386,887,0,0
train_880_003,train,880,3,car_Hyundai_Santro,car,Hyundai,Santro,351,554,601,749,0,0
train_881_000,train,881,0,car_Toyota_Fortuner,car,Toyota,Fortuner,577,330,632,386,0,0
train_881_001,train,881,1,motorcycle_RoyalEnfield_Classic350,motorcycle,RoyalEnfield,Classic350,544,369,612,487,0,0
train_881_002,train,881,2,car_Honda_Amaze,car,Honda,Amaze,685,346,867,479,0,0
train_882_000,train,882,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,1427,760,1774,1079,0,0
train_882_001,train,882,1,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,413,728,644,1041,0,0
train_882_002,train,882,2,motorcycle_Honda_CBTwister,motorcycle,Honda,CBTwister,0,836,389,1079,0,0
train_882_003,train,882,3,car_MarutiSuzuki_WagonR,car,MarutiSuzuki,WagonR,1384,596,1919,1025,0,0
train_882_004,train,882,4,bus,bus,bus,bus,615,219,1374,973,0,0
train_884_000,train,884,0,motorcycle_Yamaha_FZ25,motorcycle,Yamaha,FZ25,222,756,473,1078,0,0
train_884_001,train,884,1,scooter_Honda_Activa,scooter,Honda,Activa,411,696,557,890,0,0
train_884_002,train,884,2,scooter_Honda_Activa,scooter,Honda,Activa,1301,640,1411,825,0,0
train_884_003,train,884,3,car_MarutiSuzuki_Ertiga,car,MarutiSuzuki,Ertiga,1492,567,1920,1080,0,0
train_884_004,train,884,4,truck_Mahindra,truck,Mahindra,Mahindra,865,462,1320,948,0,0
train_885_000,train,885,0,car_Mahindra_XUV500,car,Mahindra,XUV500,1,384,233,614,0,0
train_886_000,train,886,0,car_Toyota_Innova,car,Toyota,Innova,1212,485,1254,554,0,0
train_886_001,train,886,1,scooter_Honda_Dio,scooter,Honda,Dio,536,506,599,606,0,0
train_886_002,train,886,2,scooter_Honda_Activa,scooter,Honda,Activa,1709,554,1787,625,0,0
train_886_003,train,886,3,scooter_Honda_Activa,scooter,Honda,Activa,241,490,322,639,0,0
train_886_004,train,886,4,autorickshaw_Others,autorickshaw,Others,Others,1477,512,1601,643,0,0
train_886_005,train,886,5,scooter_Honda_Activa,scooter,Honda,Activa,457,539,567,663,0,0
train_886_006,train,886,6,scooter_Honda_Activa,scooter,Honda,Activa,1363,517,1406,589,0,0
train_886_007,train,886,7,scooter_Honda_Activa,scooter,Honda,Activa,304,476,424,606,0,0
train_886_008,train,886,8,autorickshaw_Others,autorickshaw,Others,Others,1768,536,1917,702,0,0
train_886_009,train,886,9,autorickshaw_Others,autorickshaw,Others,Others,677,458,702,504,0,0
train_886_010,train,886,10,autorickshaw_Others,autorickshaw,Others,Others,735,469,984,779,0,0
train_887_000,train,887,0,car_MarutiSuzuki_Omni,car,MarutiSuzuki,Omni,1,516,193,809,0,0
train_887_001,train,887,1,autorickshaw_Others,autorickshaw,Others,Others,167,542,593,1026,0,0
train_887_002,train,887,2,car_Toyota_Innova,car,Toyota,Innova,882,537,1094,739,0,0
train_887_003,train,887,3,car_Ford_Figo,car,Ford,Figo,1234,547,1447,659,0,0
train_888_000,train,888,0,car_MarutiSuzuki_Ertiga,car,MarutiSuzuki,Ertiga,1560,492,1744,599,0,0
train_888_001,train,888,1,motorcycle_Bajaj_Pulsar200,motorcycle,Bajaj,Pulsar200,714,603,813,753,0,0
train_888_002,train,888,2,car_Hyundai_I20,car,Hyundai,I20,883,561,1065,726,0,0
train_888_003,train,888,3,bus,bus,bus,bus,1,328,723,748,0,0
train_889_000,train,889,0,scooter_Honda_Activa,scooter,Honda,Activa,1041,617,1141,721,0,0
train_889_001,train,889,1,motorcycle_Bajaj_Pulsar220F,motorcycle,Bajaj,Pulsar220F,948,624,1021,731,0,0
train_89_000,train,89,0,scooter_Honda_Activa,scooter,Honda,Activa,1282,711,1458,819,0,0
train_89_001,train,89,1,scooter_Yamaha_Fascino125,scooter,Yamaha,Fascino125,1191,711,1405,840,0,0
train_89_002,train,89,2,motorcycle_Others,motorcycle,Others,Others,1,654,97,1080,0,0
train_89_003,train,89,3,scooter_Honda_Activa,scooter,Honda,Activa,1145,670,1324,781,0,0
train_891_000,train,891,0,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1645,585,1796,715,0,0
train_891_001,train,891,1,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,396,561,590,676,0,0
train_891_002,train,891,2,motorcycle_TVS_XL100,motorcycle,TVS,XL100,1798,646,1919,808,0,0
train_891_003,train,891,3,truck_Mahindra,truck,Mahindra,Mahindra,326,380,1668,1076,0,0
train_892_000,train,892,0,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,452,679,609,964,0,0
train_894_000,train,894,0,motorcycle_Hero_Glamour,motorcycle,Hero,Glamour,579,638,665,753,0,0
train_894_001,train,894,1,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,409,589,585,717,0,0
train_894_002,train,894,2,truck_AshokLeyland,truck,AshokLeyland,AshokLeyland,1549,430,1918,699,0,0
train_894_003,train,894,3,bus,bus,bus,bus,799,140,1580,929,0,0
train_894_004,train,894,4,car_MarutiSuzuki_WagonR,car,MarutiSuzuki,WagonR,1556,547,1920,980,0,0
train_894_005,train,894,5,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,112,656,250,800,0,0
train_894_006,train,894,6,motorcycle_Hero_Glamour,motorcycle,Hero,Glamour,688,621,765,740,0,0
train_895_000,train,895,0,scooter_Honda_Activa,scooter,Honda,Activa,629,623,750,824,0,0
train_895_001,train,895,1,car_Honda_Amaze,car,Honda,Amaze,807,581,1064,824,0,0
train_895_002,train,895,2,car_Toyota_Etios,car,Toyota,Etios,992,578,1143,701,0,0
train_895_003,train,895,3,car_Renault_Duster,car,Renault,Duster,1133,559,1460,791,0,0
train_895_004,train,895,4,motorcycle_Yamaha_R15,motorcycle,Yamaha,R15,425,665,583,944,0,0
train_895_005,train,895,5,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,1660,800,1921,1080,0,0
train_895_006,train,895,6,motorcycle_Yamaha_FZ25,motorcycle,Yamaha,FZ25,1079,699,1338,1076,0,0
train_895_007,train,895,7,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,1429,646,1634,897,0,0
train_895_008,train,895,8,car_Toyota_Innova,car,Toyota,Innova,1436,556,1843,808,0,0
train_897_000,train,897,0,bus,bus,bus,bus,787,452,1050,787,0,0
train_899_000,train,899,0,truck_AshokLeyland,truck,AshokLeyland,AshokLeyland,554,375,750,550,0,0
train_899_001,train,899,1,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,1053,488,1110,569,0,0
train_899_002,train,899,2,truck_AshokLeyland,truck,AshokLeyland,AshokLeyland,1,226,393,849,0,0
train_899_003,train,899,3,car_MarutiSuzuki_Ertiga,car,MarutiSuzuki,Ertiga,863,465,1008,594,0,0
train_899_004,train,899,4,car_Toyota_Etios,car,Toyota,Etios,1642,493,1920,692,0,0
train_899_005,train,899,5,car_TataMotors_Indica,car,TataMotors,Indica,1190,493,1771,926,0,0
train_899_006,train,899,6,bus,bus,bus,bus,1221,412,1478,510,0,0
train_9_000,train,9,0,motorcycle_Others,motorcycle,Others,Others,1025,632,1071,695,0,0
train_9_001,train,9,1,car_Ford_Figo,car,Ford,Figo,884,625,999,721,0,0
train_9_002,train,9,2,scooter_Honda_Activa,scooter,Honda,Activa,623,677,752,863,0,0
train_9_003,train,9,3,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,632,630,794,734,0,0
train_9_004,train,9,4,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1100,611,1163,689,0,0
train_90_000,train,90,0,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,2,740,379,1080,0,0
train_90_001,train,90,1,truck_Mahindra,truck,Mahindra,Mahindra,75,460,536,652,0,0
train_90_002,train,90,2,motorcycle_Bajaj_Avenger,motorcycle,Bajaj,Avenger,320,647,587,1052,0,0
train_90_003,train,90,3,truck_Tata,truck,Tata,Tata,1252,3,1920,1080,0,0
train_900_000,train,900,0,autorickshaw_Piaggio,autorickshaw,Piaggio,Piaggio,1,595,448,890,0,0
train_900_001,train,900,1,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,1133,666,1257,844,0,0
train_901_000,train,901,0,motorcycle_HeroHonda_CBZ,motorcycle,HeroHonda,CBZ,910,642,993,747,0,0
train_901_001,train,901,1,truck_Others,truck,Others,Others,1328,261,1920,1078,0,0
train_901_002,train,901,2,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,1039,582,1259,762,0,0
train_901_003,train,901,3,car_Others,car,Others,Others,1,604,663,1079,0,0
train_901_004,train,901,4,scooter_Honda_Activa,scooter,Honda,Activa,1269,627,1326,718,0,0
train_902_000,train,902,0,scooter_Honda_Activa,scooter,Honda,Activa,1592,601,1678,717,0,0
train_902_001,train,902,1,scooter_Honda_Activa,scooter,Honda,Activa,1566,766,1918,1079,0,0
train_902_002,train,902,2,autorickshaw_Others,autorickshaw,Others,Others,1099,517,1457,1054,0,0
train_903_000,train,903,0,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,1422,575,1920,1080,0,0
train_903_001,train,903,1,car_Honda_Jazz,car,Honda,Jazz,779,569,1006,758,0,0
train_903_002,train,903,2,car_Hyundai_I10,car,Hyundai,I10,1142,553,1504,800,0,0
train_903_003,train,903,3,car_Nissan_Micra,car,Nissan,Micra,1064,549,1206,640,0,0
train_903_004,train,903,4,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,1444,538,1664,689,0,0
train_904_000,train,904,0,scooter_Honda_Activa,scooter,Honda,Activa,1729,652,1920,886,0,0
train_904_001,train,904,1,motorcycle_Honda_Shine,motorcycle,Honda,Shine,1786,772,1917,1079,0,0
train_904_002,train,904,2,autorickshaw_Piaggio,autorickshaw,Piaggio,Piaggio,1161,511,1323,692,0,0
train_904_003,train,904,3,autorickshaw_Others,autorickshaw,Others,Others,492,524,722,756,0,0
train_904_004,train,904,4,autorickshaw_Others,autorickshaw,Others,Others,781,503,1213,918,0,0
train_905_000,train,905,0,scooter_Honda_Activa,scooter,Honda,Activa,599,356,630,425,0,0
train_905_001,train,905,1,car_Toyota_Innova,car,Toyota,Innova,891,332,1092,432,0,0
train_905_002,train,905,2,car_MarutiSuzuki_Ritz,car,MarutiSuzuki,Ritz,876,352,1276,718,0,0
train_905_003,train,905,3,car_Honda_Civic,car,Honda,Civic,645,357,829,502,0,0
train_907_000,train,907,0,autorickshaw_Others,autorickshaw,Others,Others,806,530,1187,1044,0,0
train_907_001,train,907,1,autorickshaw_Others,autorickshaw,Others,Others,90,512,864,1079,0,0
train_907_002,train,907,2,autorickshaw_Others,autorickshaw,Others,Others,1185,545,1494,914,0,0
train_907_003,train,907,3,autorickshaw_Others,autorickshaw,Others,Others,1371,499,1920,1080,0,0
train_91_000,train,91,0,bus,bus,bus,bus,1238,402,1441,522,0,0
train_91_001,train,91,1,bus,bus,bus,bus,1439,245,1920,645,0,0
train_91_002,train,91,2,car_Toyota_Innova,car,Toyota,Innova,1133,423,1296,651,0,0
train_91_003,train,91,3,car_Renault_Duster,car,Renault,Duster,1211,460,1920,924,0,0
train_91_004,train,91,4,bus,bus,bus,bus,1,21,520,801,0,0
train_91_005,train,91,5,bus,bus,bus,bus,485,19,1145,749,0,0
train_910_000,train,910,0,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1007,534,1202,790,0,0
train_910_001,train,910,1,motorcycle_Others,motorcycle,Others,Others,610,646,741,870,0,0
train_910_002,train,910,2,autorickshaw_Others,autorickshaw,Others,Others,988,532,1217,728,0,0
train_910_003,train,910,3,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,1603,585,1742,673,0,0
train_910_004,train,910,4,autorickshaw_Others,autorickshaw,Others,Others,738,529,965,805,0,0
train_910_005,train,910,5,autorickshaw_Others,autorickshaw,Others,Others,30,502,577,1079,0,0
train_911_000,train,911,0,truck_Tata,truck,Tata,Tata,962,549,1068,626,0,0
train_911_001,train,911,1,truck_Tata,truck,Tata,Tata,7,1,722,1080,0,0
train_911_002,train,911,2,motorcycle_Honda_Unicorn,motorcycle,Honda,Unicorn,547,753,797,1078,0,0
train_911_003,train,911,3,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,839,617,1103,865,0,0
train_914_000,train,914,0,car_MarutiSuzuki_Omni,car,MarutiSuzuki,Omni,221,340,447,508,0,0
train_914_001,train,914,1,car_Others,car,Others,Others,1,410,394,720,0,0
train_914_002,train,914,2,car_Toyota_Etios,car,Toyota,Etios,824,371,1280,719,0,0
train_914_003,train,914,3,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,494,361,793,626,0,0
train_914_004,train,914,4,car_Mahindra_Scorpio,car,Mahindra,Scorpio,735,313,906,458,0,0
train_915_000,train,915,0,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1617,567,1820,760,0,0
train_915_001,train,915,1,motorcycle_Yamaha_FZ25,motorcycle,Yamaha,FZ25,1247,591,1396,718,0,0
train_915_002,train,915,2,truck_Others,truck,Others,Others,496,204,1217,955,0,0
train_915_003,train,915,3,bus,bus,bus,bus,1,141,519,962,0,0
train_919_000,train,919,0,truck_Eicher,truck,Eicher,Eicher,1016,195,1488,728,0,0
train_919_001,train,919,1,car_MarutiSuzuki_Omni,car,MarutiSuzuki,Omni,735,473,959,721,0,0
train_920_000,train,920,0,car_Skoda_Rapid,car,Skoda,Rapid,78,336,257,431,0,0
train_920_001,train,920,1,autorickshaw_Others,autorickshaw,Others,Others,292,330,463,531,0,0
train_920_002,train,920,2,autorickshaw_Others,autorickshaw,Others,Others,912,348,1108,516,0,0
train_920_003,train,920,3,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,538,334,762,547,0,0
train_921_000,train,921,0,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,340,637,526,754,0,0
train_921_001,train,921,1,truck_Others,truck,Others,Others,781,479,1110,907,0,0
train_922_000,train,922,0,autorickshaw_Others,autorickshaw,Others,Others,650,465,1018,905,0,0
train_922_001,train,922,1,autorickshaw_Others,autorickshaw,Others,Others,893,455,1049,663,0,0
train_922_002,train,922,2,bus,bus,bus,bus,1325,402,1894,652,0,0
train_922_003,train,922,3,car_MarutiSuzuki_Swift,car,MarutiSuzuki,Swift,0,495,421,861,0,0
train_922_004,train,922,4,motorcycle_Hero_Passion,motorcycle,Hero,Passion,552,544,679,749,0,0
train_924_000,train,924,0,car_Toyota_Etios,car,Toyota,Etios,1638,657,1918,1079,0,0
train_924_001,train,924,1,mini-bus_Others,mini-bus,Others,Others,1413,537,1829,772,0,0
train_924_002,train,924,2,car_Mahindra_Scorpio,car,Mahindra,Scorpio,1569,590,1920,829,0,0
train_924_003,train,924,3,mini-bus_Others,mini-bus,Others,Others,1,516,394,919,0,0
train_924_004,train,924,4,mini-bus_Others,mini-bus,Others,Others,336,490,846,873,0,0
train_925_000,train,925,0,car_Hyundai_Xcent,car,Hyundai,Xcent,1532,635,1918,787,0,0
train_925_001,train,925,1,scooter_Honda_Activa,scooter,Honda,Activa,1331,658,1528,808,0,0
train_925_002,train,925,2,motorcycle_Others,motorcycle,Others,Others,1545,677,1800,841,0,0
train_925_003,train,925,3,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,436,634,642,776,0,0
train_925_004,train,925,4,autorickshaw_Others,autorickshaw,Others,Others,817,603,1078,797,0,0
train_925_005,train,925,5,autorickshaw_Others,autorickshaw,Others,Others,162,577,434,798,0,0
train_925_006,train,925,6,motorcycle_TVS_StarCityPlus,motorcycle,TVS,StarCityPlus,696,650,936,814,0,0
train_925_007,train,925,7,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,1083,841,1380,1080,0,0
train_926_000,train,926,0,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,1090,582,1411,812,0,0
train_926_001,train,926,1,scooter_Honda_Activa,scooter,Honda,Activa,787,788,971,1047,0,0
train_926_002,train,926,2,car_Hyundai_Verna,car,Hyundai,Verna,1,524,263,665,0,0
train_926_003,train,926,3,bus,bus,bus,bus,1632,348,1920,875,0,0
train_926_004,train,926,4,car_Toyota_Innova,car,Toyota,Innova,961,542,1130,677,0,0
train_928_000,train,928,0,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,1259,566,1659,815,0,0
train_928_001,train,928,1,car_Others,car,Others,Others,1401,558,1579,650,0,0
train_928_002,train,928,2,scooter_Honda_Activa,scooter,Honda,Activa,757,632,865,780,0,0
train_928_003,train,928,3,motorcycle_Bajaj_Discover,motorcycle,Bajaj,Discover,979,621,1104,779,0,0
train_928_004,train,928,4,autorickshaw_Others,autorickshaw,Others,Others,371,533,663,865,0,0
train_929_000,train,929,0,motorcycle_TVS_XL100,motorcycle,TVS,XL100,1686,661,1856,833,0,0
train_929_001,train,929,1,autorickshaw_Others,autorickshaw,Others,Others,1512,557,1704,734,0,0
train_929_002,train,929,2,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,958,547,1150,787,0,0
train_929_003,train,929,3,motorcycle_TVS_Victor,motorcycle,TVS,Victor,1398,613,1512,765,0,0
train_929_004,train,929,4,car_Toyota_Innova,car,Toyota,Innova,2,551,656,1078,0,0
train_929_005,train,929,5,autorickshaw_Others,autorickshaw,Others,Others,1192,555,1415,812,0,0
train_929_006,train,929,6,autorickshaw_Others,autorickshaw,Others,Others,583,550,746,666,0,0
train_93_000,train,93,0,truck_Others,truck,Others,Others,731,501,962,738,0,0
train_93_001,train,93,1,bus,bus,bus,bus,958,453,1269,785,0,0
train_93_002,train,93,2,car_Skoda_Rapid,car,Skoda,Rapid,1538,677,1919,960,0,0
train_930_000,train,930,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,494,660,585,809,0,0
train_930_001,train,930,1,motorcycle_Honda_Shine,motorcycle,Honda,Shine,1027,695,1315,1054,0,0
train_932_000,train,932,0,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,267,552,412,671,0,0
train_932_001,train,932,1,scooter_Honda_Dio,scooter,Honda,Dio,751,600,841,741,0,0
train_932_002,train,932,2,car_Toyota_Etios,car,Toyota,Etios,1032,556,1171,661,0,0
train_932_003,train,932,3,car_Toyota_Qualis,car,Toyota,Qualis,1250,505,1849,939,0,0
train_932_004,train,932,4,truck_Others,truck,Others,Others,851,485,1035,664,0,0
train_934_000,train,934,0,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,689,346,777,422,0,0
train_934_001,train,934,1,motorcycle_Honda_Unicorn,motorcycle,Honda,Unicorn,551,372,617,500,0,0
train_934_002,train,934,2,motorcycle_Others,motorcycle,Others,Others,749,376,810,470,0,0
train_934_003,train,934,3,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,861,417,1002,562,0,0
train_934_004,train,934,4,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,598,344,682,417,0,0
train_935_000,train,935,0,motorcycle_Hero_Passion,motorcycle,Hero,Passion,648,506,750,702,0,0
train_935_001,train,935,1,car_MarutiSuzuki_VitaraBrezza,car,MarutiSuzuki,VitaraBrezza,1010,447,1136,523,0,0
train_935_002,train,935,2,car_Audi_Q3,car,Audi,Q3,563,461,765,612,0,0
train_935_003,train,935,3,car_MarutiSuzuki_Omni,car,MarutiSuzuki,Omni,814,436,955,609,0,0
train_935_004,train,935,4,motorcycle_Others,motorcycle,Others,Others,1499,530,1642,652,0,0
train_935_005,train,935,5,scooter_Honda_Activa,scooter,Honda,Activa,329,507,463,690,0,0
train_939_000,train,939,0,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,843,460,900,508,0,0
train_939_001,train,939,1,car_Mahindra_Reva,car,Mahindra,Reva,1038,472,1313,709,0,0
train_939_002,train,939,2,car_MarutiSuzuki_WagonR,car,MarutiSuzuki,WagonR,2,453,435,904,0,0
train_939_003,train,939,3,bus,bus,bus,bus,923,384,1073,527,0,0
train_939_004,train,939,4,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,900,458,1025,569,0,0
train_941_000,train,941,0,truck_Others,truck,Others,Others,1052,408,1472,786,0,0
train_942_000,train,942,0,scooter_TVS_Jupiter,scooter,TVS,Jupiter,782,519,878,679,0,0
train_942_001,train,942,1,truck_Others,truck,Others,Others,1689,478,1920,673,0,0
train_942_002,train,942,2,autorickshaw_Others,autorickshaw,Others,Others,1,476,396,1071,0,0
train_942_003,train,942,3,scooter_Bajaj_Chetak,scooter,Bajaj,Chetak,1233,514,1290,590,0,0
train_943_000,train,943,0,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,564,567,718,632,0,0
train_943_001,train,943,1,scooter_Honda_Activa,scooter,Honda,Activa,1460,618,1570,716,0,0
train_943_002,train,943,2,autorickshaw_Others,autorickshaw,Others,Others,798,521,1249,1067,0,0
train_943_003,train,943,3,car_Hyundai_Santro,car,Hyundai,Santro,1567,586,1871,778,0,0
train_943_004,train,943,4,motorcycle_Bajaj_Pulsar220F,motorcycle,Bajaj,Pulsar220F,1713,631,1920,835,0,0
train_943_005,train,943,5,scooter_Bajaj_Chetak,scooter,Bajaj,Chetak,336,617,531,747,0,0
train_943_006,train,943,6,motorcycle_Others,motorcycle,Others,Others,521,588,676,832,0,0
train_945_000,train,945,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,626,639,738,812,0,0
train_946_000,train,946,0,car_Honda_City,car,Honda,City,907,607,1848,1080,0,0
train_946_001,train,946,1,car_Mercedes-Benz_Gla-Class,car,Mercedes-Benz,Gla-Class,1342,563,1874,901,0,0
train_947_000,train,947,0,motorcycle_Hero_PassionPro,motorcycle,Hero,PassionPro,1432,653,1547,831,0,0
train_947_001,train,947,1,scooter_Bajaj_Chetak,scooter,Bajaj,Chetak,313,651,623,847,0,0
train_947_002,train,947,2,truck_Tata,truck,Tata,Tata,939,473,1408,871,0,0
train_947_003,train,947,3,autorickshaw_Bajaj,autorickshaw,Bajaj,Bajaj,1544,533,1760,833,0,0
train_947_004,train,947,4,scooter_Honda_Activa,scooter,Honda,Activa,1796,676,1920,820,0,0
train_948_000,train,948,0,motorcycle_Hero_Splendor,motorcycle,Hero,Splendor,1159,599,1221,707,0,0
train_948_001,train,948,1,car_Others,car,Others,Others,1746,565,1918,752,0,0
train_948_002,train,948,2,autorickshaw_Others,autorickshaw,Others,Others,0,575,345,1075,0,0
train_948_003,train,948,3,car_Others,car,Others,Others,1845,507,1920,573,0,0
train_948_004,train,948,4,car_TataMotors_Indica,car,TataMotors,Indica,1164,592,1920,1080,0,0
train_948_005,train,948,5,car_Others,car,Others,Others,1585,554,1790,607,0,0
train_948_006,train,948,6,car_Toyota_Innova,car,Toyota,Innova,360,541,723,838,0,0
train_948_007,train,948,7,truck_Tata,truck,Tata,Tata,682,322,1156,899,0,0
train_948_008,train,948,8,car_Ford_Ecosport,car,Ford,Ecosport,1121,538,1265,669,0,0
train_948_009,train,948,9,car_Toyota_Fortuner,car,Toyota,Fortuner,1250,532,1337,597,0,0
train_948_010,train,948,10,mini-bus_Others,mini-bus,Others,Others,1671,484,1818,585,0,0
train_948_011,train,948,11,car_Others,car,Others,Others,1255,556,1353,688,0,0
train_948_012,train,948,12,car_Others,car,Others,Others,1326,549,1563,606,0,0
train_948_013,train,948,13,autorickshaw_Others,autorickshaw,Others,Others,1537,526,1675,600,0,0
train_95_000,train,95,0,motorcycle_Bajaj_Pulsar150,motorcycle,Bajaj,Pulsar150,724,371,784,447,0,0
train_95_001,train,95,1,car_Nissan_Sunny,car,Nissan,Sunny,769,365,1280,720,0,0
train_95_002,train,95,2,car_MarutiSuzuki_Alto800,car,MarutiSuzuki,Alto800,652,348,696,394,0,0
train_95_003,train,95,3,motorcycle_Others,motorcycle,Others,Others,684,365,716,414,0,0
train_95_004,train,95,4,car_MarutiSuzuki_Dzire,car,MarutiSuzuki,Dzire,581,347,663,423,0,0
train_95_005,train,95,5,motorcycle_Honda_Unicorn,motorcycle,Honda,Unicorn,528,380,588,512,0,0
train_950_000,train,950,0,car_Hyundai_Creta,car,Hyundai,Creta,756,332,922,447,0,0
train_950_001,train,950,1,car_TataMotors_Indica,car,TataMotors,Indica,933,343,1051,414,0,0
train_950_002,train,950,2,car_TataMotors_Indica,car,TataMotors,Indica,1039,389,1280,688,0,0
train_950_003,train,950,3,car_MarutiSuzuki_Ritz,car,MarutiSuzuki,Ritz,586,338,741,481,0,0
